,age,height_cm,weight_kgs,positions,overall_rating,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),work_rate,body_type,release_clause_euro,club_rating,club_position,national_team,national_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,interceptions,vision,penalties,marking,standing_tackle,sliding_tackle,tags
9397,22,175.26,73.0,"LM,CAM,RM",64,725000.0,1000.0,Left,1,3,2,Medium/ Medium,Lean,1100000.0,68.0,SUB,0,,56,50,48,59,39,66,38,61,58,58,80,79,82,57,72,50,58,75,58,49,38,58,43,51,39,43,0.0
9399,27,178.5,68.9,"RW,RM",64,475000.0,2000.0,Left,1,3,3,High/ Low,Lean,594000.0,67.0,RES,0,,67,61,41,64,52,63,56,52,62,65,77,73,76,58,74,60,62,76,57,58,32,60,49,33,36,31,0.0
9400,35,190.5,93.0,ST,64,210000.0,1000.0,Left,1,4,2,Medium/ Medium,Stocky,305000.0,64.0,RS,0,,48,67,77,46,57,38,59,43,38,62,30,30,35,66,39,70,41,48,92,66,35,58,60,35,36,12,1.0
9401,25,170.18,66.2,"CDM,CM",64,,,Right,1,3,2,Medium/ Medium,Lean,,67.0,RCM,0,,47,29,55,66,31,52,34,40,64,59,57,64,59,54,75,49,63,78,40,32,62,57,41,71,65,60,0.0
9402,22,178.5,67.1,CM,64,725000.0,3000.0,Right,1,3,2,Medium/ Medium,Lean,1100000.0,67.0,SUB,0,,52,60,48,68,53,61,48,49,63,63,62,62,61,61,82,65,65,66,51,58,60,60,57,60,65,63,0.0
9403,24,175.26,73.0,"CB,RB",64,475000.0,4000.0,Right,1,3,2,Medium/ High,Normal,819000.0,66.0,RES,0,,31,54,64,57,36,43,38,33,58,46,65,70,72,61,64,53,82,71,80,52,64,43,61,58,62,57,0.0
9404,32,181.0,74.8,ST,64,350000.0,2000.0,Right,1,3,3,High/ Medium,Normal,438000.0,67.0,SUB,0,,50,56,65,56,60,58,47,37,55,58,75,78,54,65,70,63,74,70,70,53,34,63,66,22,21,16,0.0
9405,25,175.26,66.2,CM,64,550000.0,3000.0,Right,1,3,2,Medium/ Medium,Lean,1200000.0,69.0,SUB,0,,60,53,44,67,49,61,57,31,62,65,74,71,74,70,78,56,60,68,48,58,58,57,57,52,57,44,0.0
9406,28,175.26,79.8,"RM,LM",64,475000.0,3000.0,Right,1,4,3,Medium/ Low,Stocky,594000.0,64.0,SUB,0,,65,60,50,61,69,62,59,58,58,62,76,71,66,63,69,62,71,62,65,65,52,58,55,50,43,36,0.0
9407,22,178.5,86.2,ST,64,650000.0,1000.0,Right,1,5,3,Medium/ Low,Stocky,1100000.0,64.0,SUB,0,,40,65,57,48,62,59,60,49,29,64,63,62,68,57,79,69,65,59,78,59,18,49,29,25,36,29,0.0
9408,31,193.04,89.8,CB,64,300000.0,3000.0,Right,1,3,2,Medium/ Medium,Normal,465000.0,68.0,SUB,0,,40,26,72,51,34,38,30,31,40,43,30,30,31,59,40,44,34,34,92,38,54,50,27,66,66,60,1.0
9409,21,178.5,71.2,"CM,CDM",64,850000.0,4000.0,Left,1,2,3,Medium/ High,Lean,,65.0,LCM,0,,52,56,61,66,47,64,49,41,61,66,67,66,43,61,60,68,81,72,70,62,64,61,52,65,68,60,0.0
9410,24,185.42,83.0,CB,64,575000.0,3000.0,Right,1,2,2,Medium/ Medium,Normal,,67.0,SUB,0,,21,40,61,53,34,52,25,31,46,50,51,61,45,49,51,61,76,69,75,21,64,33,45,62,66,61,0.0
9411,22,178.5,68.9,"RB,RM",64,625000.0,4000.0,Right,1,3,3,Medium/ Medium,Normal,1400000.0,71.0,RES,0,,65,48,55,60,66,67,65,38,58,66,67,67,68,64,66,73,64,65,61,64,61,55,46,61,67,61,0.0
9412,27,185.42,78.9,CB,64,400000.0,3000.0,Right,1,3,2,High/ High,Lean,500000.0,64.0,SUB,0,,44,22,59,57,39,50,36,25,54,59,63,61,35,64,43,59,75,78,74,25,62,37,30,65,61,60,0.0
9413,25,185.42,81.2,"RM,RB,ST",64,550000.0,2000.0,Right,1,3,2,Medium/ High,Normal,1000000.0,65.0,SUB,0,,66,58,66,64,53,61,47,55,57,65,64,68,52,64,64,69,71,73,70,65,58,59,65,63,61,55,0.0
9414,27,175.26,68.9,LB,64,425000.0,1000.0,Left,1,3,3,Medium/ Medium,Lean,648000.0,64.0,LB,0,,67,42,39,61,37,62,49,40,42,65,78,78,82,61,78,39,71,75,46,36,57,50,41,62,57,61,0.0
9415,21,187.96,83.9,CB,64,575000.0,3000.0,Right,1,3,2,Low/ Medium,Normal,,63.0,LCB,0,,45,26,63,63,32,43,36,28,52,59,66,73,63,49,55,49,70,61,73,25,59,42,27,59,63,69,0.0
9416,21,190.5,79.8,CB,64,650000.0,2000.0,Right,1,2,2,Medium/ Medium,Stocky,1100000.0,69.0,SUB,0,,34,38,58,54,27,29,32,28,33,51,54,62,41,56,40,49,75,65,74,24,65,31,40,64,67,64,0.0
9417,25,190.5,84.8,CM,64,575000.0,2000.0,Right,1,3,2,Medium/ High,Normal,762000.0,64.0,RCM,0,,49,55,65,68,49,62,41,40,65,66,60,63,57,59,63,62,58,78,77,48,63,58,42,66,65,63,0.0
9418,29,182.88,78.0,"CB,LB",64,400000.0,2000.0,Right,1,3,2,Low/ High,Normal,530000.0,67.0,CB,0,,24,16,65,67,24,25,30,22,67,36,54,33,63,57,66,37,77,65,77,22,65,44,34,52,68,65,0.0
9419,27,178.5,72.1,"LWB,LB,LM",64,425000.0,3000.0,Left,1,3,2,Medium/ Medium,Normal,563000.0,64.0,LWB,0,,62,39,58,58,28,58,34,26,53,64,77,75,67,65,73,52,66,73,58,43,60,53,39,57,62,59,0.0
9420,21,181.0,69.9,"CM,CDM",64,775000.0,3000.0,Right,1,4,2,Medium/ Medium,Lean,1300000.0,72.0,RES,0,,50,44,48,68,43,63,46,45,64,66,65,62,64,64,62,56,61,66,48,52,46,66,45,62,55,56,0.0
9421,24,170.18,64.9,LM,64,600000.0,1000.0,Right,1,4,2,Medium/ Medium,Lean,795000.0,62.0,LM,0,,57,54,39,63,47,66,63,55,58,63,77,72,81,62,75,51,88,70,45,47,41,53,57,25,36,28,0.0
9422,19,181.0,77.1,"ST,RW",64,950000.0,2000.0,Right,1,3,3,High/ Medium,Lean,2700000.0,74.0,RES,0,,40,65,56,57,54,63,46,39,43,64,69,71,68,64,62,61,66,50,61,55,15,49,63,38,24,22,0.0
9423,20,175.26,63.0,"CDM,CM",64,575000.0,2000.0,Right,1,3,2,Medium/ High,Lean,834000.0,65.0,RCM,0,,51,41,49,62,40,60,42,30,62,64,75,73,84,60,72,54,57,75,52,38,66,61,42,58,64,63,0.0
9425,21,181.0,73.9,"RW,LW",64,725000.0,3000.0,Right,1,4,3,Medium/ Medium,Normal,1200000.0,76.0,RES,0,,55,64,38,61,58,68,57,53,54,64,79,77,73,55,60,66,49,65,66,63,32,62,58,33,36,29,0.0
9427,23,181.0,69.9,RB,64,575000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,920000.0,69.0,RB,0,,57,27,58,55,27,45,26,32,29,62,68,69,66,63,62,29,64,78,67,29,60,38,31,65,64,62,0.0
9428,31,187.96,87.1,CB,64,325000.0,2000.0,Right,1,3,2,Medium/ Medium,Normal,406000.0,67.0,RES,0,,42,28,66,47,24,47,33,33,34,52,47,64,64,55,39,40,69,71,75,44,60,64,31,60,66,65,0.0
9429,27,178.5,73.0,"CM,LB",64,500000.0,1000.0,Left,1,3,3,Medium/ Medium,Normal,663000.0,62.0,LCM,0,,66,55,57,64,63,63,58,63,63,63,68,65,74,63,71,70,66,74,69,63,64,59,45,59,63,61,0.0
9431,23,181.0,74.8,"CB,RB",64,575000.0,1000.0,Right,1,3,2,Low/ High,Normal,1000000.0,71.0,SUB,0,,49,30,60,53,32,42,24,25,49,50,80,80,78,59,68,58,73,64,66,46,55,35,40,70,65,64,0.0
9432,26,185.42,69.9,CB,64,500000.0,3000.0,Right,1,2,2,Medium/ Medium,Lean,1100000.0,66.0,RCB,0,,29,30,63,45,22,30,29,29,36,36,54,60,73,54,60,37,73,66,78,19,62,34,38,65,67,64,0.0
9433,23,195.58,89.8,CB,64,550000.0,1000.0,Right,1,3,2,Low/ Medium,Normal,798000.0,62.0,RCB,0,,35,22,65,49,33,35,29,35,37,44,54,48,43,53,30,47,66,57,92,24,57,29,41,62,65,62,1.0
9435,24,187.96,79.8,"CB,CM,CDM",64,500000.0,5000.0,Right,1,3,2,High/ Medium,Stocky,763000.0,68.0,LCB,0,,53,62,66,62,43,52,44,35,61,65,49,67,59,57,67,65,78,71,81,61,56,55,44,53,62,60,0.0
9437,27,181.0,72.1,LB,64,425000.0,2000.0,Left,1,2,3,Medium/ Medium,Normal,563000.0,67.0,LWB,0,,67,51,60,63,44,64,64,40,53,64,72,64,63,57,66,51,57,73,63,45,60,55,44,57,62,64,0.0
9438,23,170.18,68.0,LB,64,575000.0,3000.0,Left,1,3,2,Medium/ Medium,Normal,978000.0,69.0,SUB,0,,63,28,46,58,36,62,43,33,33,57,71,72,65,63,74,34,63,70,48,26,64,45,44,58,64,62,0.0
9439,23,185.42,73.9,"RWB,LM,ST",64,575000.0,4000.0,Left,1,3,2,High/ High,Lean,1100000.0,65.0,RWB,0,,57,60,54,58,52,65,54,34,53,61,92,91,76,57,64,72,65,75,66,55,58,56,52,57,57,56,1.0
9440,29,175.26,68.0,"RW,LW",64,450000.0,1000.0,Right,1,3,3,Medium/ Medium,Lean,968000.0,60.0,RW,0,,60,59,58,61,59,66,62,56,59,64,82,77,83,54,80,66,73,73,55,58,43,59,66,53,47,43,0.0
9441,28,181.0,67.1,"CB,CDM,CM",64,450000.0,3000.0,Right,1,3,2,Medium/ Medium,Lean,686000.0,65.0,RES,0,,46,56,66,65,51,57,44,43,61,61,67,64,73,59,71,63,75,63,67,63,63,64,55,58,64,62,0.0
9442,19,181.0,72.1,"RB,RM",64,750000.0,1000.0,Right,1,4,3,High/ Medium,Normal,1400000.0,66.0,SUB,0,,59,46,38,61,31,65,65,38,55,64,84,80,86,62,89,44,88,75,74,43,54,60,51,64,65,60,0.0
9443,27,182.88,74.8,"CM,CDM,LM",64,525000.0,3000.0,Left,1,3,3,Medium/ Medium,Normal,801000.0,67.0,LCM,0,,59,48,51,73,53,66,60,63,71,72,62,66,65,52,61,62,59,64,66,44,51,62,60,57,54,53,0.0
9444,23,178.5,77.1,"ST,RM",64,675000.0,2000.0,Right,1,4,2,Medium/ Medium,Normal,1100000.0,71.0,SUB,0,,48,61,56,65,54,65,56,41,47,60,80,78,80,59,65,74,71,66,62,59,35,49,59,39,38,36,0.0
9445,20,172.72,68.9,RB,64,600000.0,2000.0,Right,1,3,2,Medium/ Medium,Normal,1400000.0,71.0,SUB,0,,60,27,42,60,27,58,55,26,50,62,70,71,78,67,79,64,73,54,51,21,66,34,31,63,69,65,0.0
9446,21,185.42,74.8,"CDM,CM",64,600000.0,2000.0,Right,1,3,2,Medium/ Medium,Lean,1000000.0,72.0,SUB,0,,35,48,38,69,42,59,59,61,68,68,65,64,72,59,63,61,53,77,59,54,62,63,47,64,55,48,0.0
9447,26,175.26,71.2,"CAM,CM,LM,RM",64,550000.0,4000.0,Right,1,3,3,Medium/ Medium,Normal,839000.0,64.0,SUB,0,,60,55,55,64,50,65,66,60,58,64,78,76,80,59,73,60,88,57,59,57,58,60,52,35,51,32,0.0
9448,23,175.26,74.8,CM,64,625000.0,2000.0,Right,1,3,2,Medium/ High,Lean,1200000.0,64.0,SUB,0,,55,47,55,64,43,61,56,45,61,63,77,77,76,62,83,61,75,88,65,54,67,62,52,66,66,65,0.0
9449,24,178.5,72.1,"RB,CB",64,500000.0,3000.0,Right,1,2,2,Medium/ Medium,Normal,788000.0,69.0,SUB,0,,68,24,43,62,29,58,62,31,46,55,66,65,67,61,69,24,64,69,78,23,62,40,37,61,65,65,0.0
9451,25,193.04,72.1,CM,64,575000.0,6000.0,Right,1,2,2,Medium/ Medium,Normal,1100000.0,67.0,SUB,0,,40,52,64,69,44,61,49,42,63,66,68,66,71,57,58,57,57,73,82,59,59,57,36,56,63,59,0.0
9452,19,175.26,71.2,ST,64,950000.0,5000.0,Right,1,3,2,Medium/ Medium,Normal,2500000.0,84.0,SUB,0,,37,65,64,55,59,60,46,38,38,61,68,67,66,64,70,72,61,55,51,62,26,49,63,28,27,24,0.0
9453,28,172.72,66.2,"CM,CDM",64,475000.0,1000.0,Right,1,3,3,Medium/ Medium,Normal,594000.0,66.0,RCM,0,,55,52,58,67,43,62,51,50,62,63,67,66,67,50,72,65,80,76,70,68,54,68,49,65,64,60,0.0
9454,25,182.88,74.8,"CB,RB",64,500000.0,6000.0,Right,1,3,2,Medium/ Medium,Normal,888000.0,71.0,SUB,0,,44,43,58,48,39,39,39,35,43,59,66,68,66,52,57,38,79,55,76,44,58,48,41,62,65,64,0.0
9455,25,175.26,73.9,"CM,CDM",64,575000.0,3000.0,Right,1,3,3,Medium/ High,Normal,992000.0,68.0,RCM,0,,41,42,59,68,35,65,45,44,66,65,62,66,56,66,71,59,57,68,61,45,68,62,46,69,66,59,0.0
9456,28,175.26,66.2,CM,64,475000.0,1000.0,Right,1,3,2,Medium/ Medium,Lean,594000.0,66.0,RES,0,,64,57,48,66,48,59,49,66,64,63,63,67,69,60,73,63,56,61,67,67,55,68,46,57,63,58,0.0
9458,31,185.42,72.1,"LM,LB",64,425000.0,1000.0,Right,1,2,2,Medium/ Medium,Lean,574000.0,63.0,LM,0,,62,59,49,62,35,61,57,31,58,62,77,80,62,57,60,54,62,89,63,41,53,60,39,58,67,64,0.0
9459,19,175.26,69.9,LB,64,700000.0,1000.0,Left,1,3,3,Medium/ Medium,Normal,1400000.0,66.0,SUB,0,,61,30,61,64,32,65,57,43,62,64,67,67,65,58,70,45,61,73,70,32,54,49,40,65,64,60,0.0
9461,29,165.1,59.0,"CM,CDM",64,450000.0,1000.0,Right,1,4,3,Medium/ High,Normal,563000.0,66.0,LCM,0,,62,58,41,69,62,65,52,56,64,66,65,64,79,58,65,53,65,60,50,65,54,60,52,59,64,63,0.0
9462,30,175.26,74.8,"RM,CM,RB",64,450000.0,4000.0,Right,1,3,3,Medium/ High,Normal,653000.0,68.0,SUB,0,,56,55,46,65,30,67,45,32,55,69,72,68,72,68,69,51,70,72,68,50,52,45,50,55,57,59,0.0
9463,28,182.88,79.8,CB,64,425000.0,2000.0,Right,1,3,2,Medium/ Medium,Normal,563000.0,66.0,LCB,0,,24,18,67,62,30,53,29,28,45,60,34,35,59,57,59,32,78,53,74,16,52,43,37,63,68,64,0.0
9464,19,182.88,78.0,"CM,CDM,RM",64,950000.0,1000.0,Right,1,3,3,Medium/ Low,Lean,2300000.0,64.0,RDM,0,,49,46,53,68,42,72,47,35,62,69,79,66,78,56,53,52,59,74,63,41,47,63,44,51,52,50,0.0
9465,27,182.88,78.9,"CDM,CM",64,450000.0,4000.0,Right,1,3,2,Low/ Medium,Normal,934000.0,69.0,SUB,0,,45,39,70,65,43,61,40,31,64,66,54,54,59,57,60,70,73,77,73,46,55,49,41,58,69,58,0.0
9466,25,182.88,79.8,CB,64,550000.0,1000.0,Right,1,2,2,Medium/ Medium,Normal,1100000.0,65.0,SUB,0,,33,28,59,56,29,34,31,33,52,39,54,60,44,56,68,47,78,59,70,26,63,31,48,61,70,69,0.0
9467,27,172.72,78.0,ST,64,500000.0,3000.0,Right,1,4,2,High/ Medium,Normal,,65.0,LS,0,,56,62,59,46,55,61,61,56,35,60,74,73,76,61,73,69,58,66,59,64,32,59,64,34,20,12,0.0
9468,24,182.88,76.2,"CM,CAM",64,600000.0,1000.0,Right,1,3,3,High/ Medium,Normal,1400000.0,69.0,RES,0,,61,54,48,70,35,68,55,37,71,66,68,70,59,62,62,60,58,54,70,56,29,65,52,45,57,44,0.0
9469,24,162.56,64.0,RW,64,625000.0,4000.0,Right,1,3,3,Medium/ Low,Stocky,1100000.0,70.0,SUB,0,,62,53,50,70,52,67,57,51,71,67,80,80,72,56,78,65,53,58,36,52,30,64,60,30,51,42,0.0
9470,20,178.5,72.1,"RM,ST",64,975000.0,2000.0,Right,1,3,2,High/ Low,Normal,,68.0,RS,0,,59,60,59,58,45,64,40,36,30,61,79,77,70,65,67,59,54,72,76,55,26,58,57,44,19,20,0.0
9471,20,170.18,66.2,"CDM,CM,RM",64,775000.0,2000.0,Right,1,3,3,Medium/ Medium,Normal,1800000.0,68.0,SUB,0,,55,45,55,65,39,66,46,38,63,66,70,68,83,63,83,58,58,67,50,47,62,68,35,63,64,59,0.0
9472,22,185.42,74.8,"CB,CDM",64,575000.0,2000.0,Right,1,2,2,Medium/ Medium,Lean,978000.0,69.0,SUB,0,,30,16,67,66,24,55,30,40,64,65,73,75,63,55,49,64,79,62,72,24,58,49,38,54,63,58,0.0
9473,24,178.5,83.9,"CM,CDM,CAM,LM",64,,,Right,1,3,2,Medium/ Medium,Normal,,70.0,LM,0,,50,50,60,70,34,61,57,60,63,67,64,67,50,59,75,57,65,70,69,53,67,60,60,62,57,56,0.0
9474,34,182.88,81.2,"CDM,CM,CB",64,180000.0,2000.0,Right,1,3,2,Medium/ Medium,Normal,261000.0,65.0,CDM,0,,58,57,49,62,49,52,59,53,59,61,53,55,68,60,65,71,68,75,72,62,62,52,64,59,65,67,0.0
9475,30,182.88,72.1,CM,64,425000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,531000.0,60.0,RCM,0,,57,51,22,69,53,60,62,62,66,64,66,65,71,64,67,58,60,77,64,53,51,68,63,59,45,42,0.0
9476,32,187.96,77.1,CB,64,260000.0,2000.0,Left,1,3,2,Medium/ Medium,Normal,325000.0,66.0,SUB,0,,54,50,62,54,40,54,41,43,57,54,49,64,65,60,58,49,72,56,80,51,61,60,62,61,61,60,0.0
9477,31,187.96,83.0,CB,64,325000.0,1000.0,Right,1,3,2,Medium/ Medium,Lean,471000.0,64.0,CB,0,,47,27,62,58,26,43,41,35,54,53,55,38,48,62,57,65,63,54,78,36,58,41,49,62,67,62,0.0
9478,25,182.88,77.1,CB,64,475000.0,3000.0,Right,1,2,2,Medium/ High,Lean,629000.0,68.0,LCB,0,,27,16,62,41,20,29,23,28,30,45,59,64,67,60,66,36,75,68,76,22,61,32,32,63,67,62,0.0
9480,23,182.88,79.8,RB,64,600000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,960000.0,69.0,RES,0,,63,22,59,58,25,48,29,27,46,57,74,70,71,65,58,26,55,78,73,25,62,39,35,66,60,56,0.0
9481,22,187.96,77.1,ST,64,675000.0,3000.0,Right,1,3,3,High/ Medium,Normal,979000.0,65.0,ST,0,,56,61,52,58,50,66,59,56,52,65,78,83,74,57,74,67,64,66,71,64,22,52,44,33,41,36,0.0
9482,30,181.0,73.0,"CAM,CM",64,450000.0,3000.0,Right,1,4,2,High/ High,Normal,,65.0,CAM,0,,53,62,75,66,54,57,53,45,64,64,55,57,69,70,72,69,91,88,78,64,62,63,47,51,58,55,1.0
9483,18,178.5,64.9,"ST,LW,RW,LM",64,950000.0,3000.0,Left,1,4,3,Medium/ Medium,Lean,1900000.0,75.0,RES,0,,42,62,55,60,37,75,53,30,38,70,78,78,75,60,74,65,63,62,60,64,40,43,60,11,35,35,0.0
9484,20,178.5,74.8,"ST,RW,LW",64,850000.0,2000.0,Right,1,3,2,Medium/ Medium,Normal,2400000.0,74.0,RES,0,,25,66,61,55,53,59,39,29,28,65,72,74,57,66,65,57,63,56,55,60,15,42,59,11,14,19,0.0
9486,27,185.42,78.0,"CB,LB",64,475000.0,1000.0,Right,1,2,2,Medium/ Medium,Lean,796000.0,71.0,SUB,0,,39,21,61,49,37,30,38,29,40,44,59,65,57,59,71,51,71,62,66,25,61,33,41,67,68,66,0.0
9487,32,185.42,78.0,CB,64,300000.0,2000.0,Right,1,3,2,Medium/ Medium,Normal,525000.0,65.0,SUB,0,,60,21,64,52,42,51,35,36,54,54,55,65,64,59,69,56,61,68,75,41,61,56,42,62,64,62,0.0
9488,38,182.88,76.2,CB,64,60000.0,2000.0,Left,1,3,2,Low/ Medium,Normal,105000.0,62.0,CB,0,,52,31,66,52,28,40,42,39,60,50,30,31,64,58,65,38,89,30,74,37,62,46,30,59,63,60,0.0
9489,26,190.5,82.1,CB,64,475000.0,2000.0,Left,1,2,2,Medium/ Medium,Normal,867000.0,63.0,LCB,0,,41,20,62,54,26,52,19,25,60,56,67,51,53,63,55,45,70,63,79,32,61,44,34,62,64,60,0.0
9490,29,190.5,76.2,CB,64,375000.0,3000.0,Right,1,3,2,Low/ Medium,Normal,656000.0,63.0,SUB,0,,20,29,68,53,15,34,23,45,48,49,58,46,51,56,50,67,66,69,74,45,61,24,38,64,65,63,0.0
9491,20,170.18,57.2,"RW,LW",64,700000.0,2000.0,Right,1,3,3,High/ Medium,Lean,1600000.0,69.0,RES,0,,61,57,55,58,58,68,63,44,48,64,85,82,91,60,88,64,52,62,42,48,18,55,54,25,20,26,1.0
9492,20,178.5,68.9,"CAM,CM",64,850000.0,1000.0,Right,1,3,3,Medium/ Medium,Lean,1800000.0,69.0,CAM,0,,50,50,51,70,54,63,56,56,66,67,65,68,63,59,69,64,59,68,67,54,53,61,48,63,55,53,0.0
9493,27,185.42,76.2,"CB,CDM,CM",64,450000.0,2000.0,Right,1,3,2,Medium/ Medium,Normal,596000.0,67.0,SUB,0,,34,22,59,60,41,43,51,55,55,47,70,72,73,60,59,52,75,79,77,54,65,51,32,57,64,63,0.0
9494,27,175.26,72.1,"LM,RM",64,475000.0,2000.0,Left,1,3,3,Medium/ Medium,Lean,831000.0,64.0,SUB,0,,55,42,60,64,53,64,66,67,54,61,91,86,89,67,90,68,84,69,60,64,43,62,38,36,45,42,0.0
9495,20,175.26,64.0,"CDM,CM,CAM",64,650000.0,2000.0,Right,1,3,2,Medium/ Medium,Normal,1500000.0,80.0,RES,0,,48,52,49,65,42,54,51,55,66,72,64,59,51,66,79,57,56,51,54,40,59,66,53,61,69,65,0.0
9496,28,181.0,78.0,"CM,CDM",64,450000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,720000.0,71.0,SUB,0,,52,45,50,69,36,62,34,40,67,63,46,52,61,65,68,56,36,77,66,49,61,60,41,60,55,58,0.0
9497,32,175.26,64.9,"LB,RB",64,300000.0,5000.0,Right,1,3,2,Medium/ Medium,Lean,600000.0,72.0,SUB,0,,58,39,60,62,52,59,53,47,56,58,60,65,77,63,78,62,77,67,58,59,68,52,54,58,63,65,0.0
9498,23,175.26,69.9,ST,64,675000.0,1000.0,Right,1,4,2,Medium/ Medium,Normal,1300000.0,65.0,SUB,0,,53,68,68,55,63,63,52,41,47,66,65,66,58,58,74,57,74,55,57,58,17,48,72,28,22,20,0.0
9499,35,182.88,74.8,CB,64,140000.0,1000.0,Right,1,3,2,High/ Medium,Lean,175000.0,65.0,RCB,0,,45,34,61,58,38,45,46,60,60,55,48,44,58,63,57,68,76,30,77,58,59,48,50,65,58,59,0.0
9500,19,175.26,73.0,RB,64,825000.0,1000.0,Right,1,3,3,High/ Medium,Normal,1800000.0,69.0,RES,0,,60,23,42,63,25,71,49,41,50,68,78,73,79,59,78,38,75,64,62,31,57,62,38,59,65,64,0.0
9501,27,178.5,71.2,"RM,CAM",64,475000.0,2000.0,Left,1,3,3,Medium/ Medium,Normal,831000.0,65.0,CAM,0,,57,57,42,60,52,68,56,47,55,67,79,77,78,54,78,55,49,59,58,48,23,59,53,40,28,25,0.0
9502,22,185.42,73.9,LM,64,725000.0,3000.0,Right,1,3,3,Medium/ Medium,Normal,1100000.0,66.0,LM,0,,56,62,44,57,50,68,63,48,50,71,73,72,78,61,78,60,68,69,66,58,49,54,40,36,32,31,0.0
9503,32,178.5,74.8,"CB,RB",64,260000.0,3000.0,Right,1,3,2,Medium/ High,Lean,338000.0,70.0,SUB,0,,45,34,68,54,32,56,41,48,45,55,66,53,45,59,65,62,64,56,65,51,63,41,62,61,64,63,0.0
9504,22,175.26,72.1,LB,64,675000.0,1000.0,Left,1,3,2,Medium/ Medium,Lean,1000000.0,68.0,RES,0,,63,36,38,63,36,63,48,31,59,58,78,76,77,55,73,51,49,83,58,33,58,56,45,57,61,62,0.0
9505,24,182.88,79.8,"LM,ST",64,625000.0,1000.0,Right,1,3,2,High/ Low,Normal,1200000.0,65.0,LM,0,,52,64,48,59,46,62,45,37,51,63,90,85,70,57,67,59,68,67,76,57,12,54,63,22,16,18,0.0
9506,33,170.18,64.0,"CM,CDM",64,270000.0,2000.0,Right,1,3,2,Medium/ Medium,Stocky,473000.0,63.0,SUB,0,,57,51,45,65,51,59,52,51,65,62,69,68,74,67,67,59,60,74,70,59,58,60,45,61,58,60,0.0
9507,28,182.88,71.2,"RB,CDM",64,375000.0,1000.0,Right,1,2,2,Medium/ High,Lean,544000.0,65.0,RB,0,,56,35,58,63,36,55,49,38,59,62,70,72,69,58,70,49,77,88,66,43,59,42,48,64,60,59,0.0
9508,19,187.96,83.9,ST,64,950000.0,1000.0,Right,1,3,3,Medium/ Medium,Lean,2300000.0,66.0,ST,0,,36,64,60,57,54,66,47,33,41,65,80,78,57,56,47,66,62,56,73,49,17,57,66,18,17,16,0.0
9509,24,167.64,72.1,RM,64,600000.0,3000.0,Right,1,2,3,Medium/ Medium,Normal,1100000.0,66.0,SUB,0,,60,52,49,58,51,64,53,48,53,62,89,89,92,53,90,63,51,72,46,46,28,53,55,28,36,32,1.0
9510,25,175.26,72.1,CM,64,600000.0,1000.0,Right,1,3,3,Medium/ Medium,Lean,795000.0,67.0,SUB,0,,54,55,36,66,50,65,63,69,62,66,84,77,87,70,75,65,57,72,66,58,63,63,62,54,52,49,0.0
9511,17,178.5,68.9,"ST,RW,LW",64,700000.0,3000.0,Left,1,4,3,Medium/ Medium,Lean,1500000.0,73.0,RES,0,,63,69,65,48,49,68,47,42,46,68,73,68,71,57,72,58,67,59,55,58,25,52,65,17,19,20,0.0
9512,29,178.5,69.9,RB,64,350000.0,1000.0,Right,1,3,2,Medium/ Medium,Lean,,66.0,RB,0,,62,33,46,55,36,52,51,33,46,47,76,77,72,58,67,41,55,75,64,38,65,33,37,65,62,63,0.0
9514,25,193.04,88.0,CB,64,525000.0,1000.0,Right,1,2,2,Medium/ Medium,Lean,1200000.0,76.0,RES,0,,26,17,42,32,28,40,21,21,20,42,63,65,68,62,57,51,74,71,86,38,64,30,30,61,68,71,1.0
9515,21,185.42,73.0,CB,64,650000.0,1000.0,Right,1,3,2,Medium/ High,Lean,1300000.0,64.0,SUB,0,,46,21,60,57,25,57,33,31,55,55,77,75,75,53,73,35,82,75,72,22,61,56,41,61,62,61,0.0
9516,23,187.96,77.1,CB,64,675000.0,5000.0,Right,1,3,2,Medium/ Medium,Lean,,68.0,RCB,0,,41,23,58,67,39,26,38,27,46,49,67,66,58,62,46,59,67,71,76,43,62,39,52,63,63,64,0.0
9518,24,185.42,77.1,CB,64,600000.0,1000.0,Right,1,3,2,Low/ Medium,Lean,930000.0,66.0,LCB,0,,29,21,68,63,23,33,21,24,54,39,54,52,34,54,52,32,55,62,72,23,66,51,34,60,68,64,0.0
9520,18,187.96,71.2,"LW,ST",64,925000.0,4000.0,Left,1,3,3,Medium/ Medium,Lean,2300000.0,76.0,RES,0,,59,60,63,62,56,69,42,32,42,66,81,80,68,56,44,63,64,60,62,53,19,54,66,17,13,22,0.0
9521,24,178.5,78.0,"RB,LB",64,475000.0,2000.0,Right,1,3,2,Medium/ Medium,Lean,748000.0,69.0,SUB,0,,55,43,55,61,34,61,43,39,53,58,78,73,71,61,75,37,66,68,62,29,62,48,47,62,64,63,0.0
